Hans,py,py2
似,sì,shi4
示,shì,shi4
室,shì,shi4
势,shì,shi4
试,shì,shi4
释,shì,shi4
适,shì,shi4
氏,zhī,shi4
饰,shì,shi4
逝,shì,shi4
誓,shì,shi4
嗜,shì,shi4
侍,shì,shi4
峙,zhì,shi4
仕,shì,shi4
恃,shì,shi4
柿,shì,shi4
轼,shì,shi4
拭,shì,shi4
噬,shì,shi4
弑,shì,shi4
谥,shì,shi4
莳,shì,shi4
贳,shì,shi4
铈,shì,shi4
螫,shì,shi4
舐,shì,shi4
筮,shì,shi4
殖,zhí,shi5
匙,shi,shi5
收,shōu,shou1
熟,shú,shou2
手,shǒu,shou3
首,shǒu,shou3
守,shǒu,shou3
艏,shǒu,shou3
受,shòu,shou4
授,shòu,shou4
售,shòu,shou4
瘦,shòu,shou4
寿,shòu,shou4
兽,shòu,shou4
狩,shòu,shou4
绶,shòu,shou4
书,shū,shu1
输,shū,shu1
殊,shū,shu1
舒,shū,shu1
叔,shū,shu1
疏,shū,shu1
抒,shū,shu1
淑,shū,shu1
梳,shū,shu1
枢,shū,shu1
蔬,shū,shu1
倏,shū,shu1
菽,shū,shu1
摅,shū,shu1
姝,shū,shu1
纾,shū,shu1
毹,shū,shu1
殳,shū,shu1
疋,yǎ,shu1
熟,shú,shu2
孰,shú,shu2
赎,shú,shu2
塾,shú,shu2
秫,shú,shu2
数,shuò,shu3
属,zhǔ,shu3
署,shǔ,shu3
鼠,shǔ,shu3
薯,shǔ,shu3
暑,shǔ,shu3
蜀,shǔ,shu3
黍,shǔ,shu3
曙,shǔ,shu3
数,shuò,shu4
术,zhú,shu4
树,shù,shu4
述,shù,shu4
束,shù,shu4
竖,shù,shu4
恕,shù,shu4
墅,shù,shu4
漱,shù,shu4
俞,yú,shu4
戍,shù,shu4
庶,shù,shu4
澍,shù,shu4
沭,shù,shu4
丨,shù,shu4
腧,shù,shu4
刷,shuà,shua1
唰,shuā,shua1
耍,shuǎ,shua3
刷,shuà,shua4
衰,shuāi,shuai1
摔,shuāi,shuai1
甩,shuǎi,shuai3
率,shuài,shuai4
帅,shuài,shuai4
蟀,shuài,shuai4
栓,shuān,shuan1
拴,shuān,shuan1
闩,shuān,shuan1
涮,shuàn,shuan4
双,shuāng,shuang1
霜,shuāng,shuang1
孀,shuāng,shuang1
泷,shuāng,shuang1
爽,shuǎng,shuang3
谁,shuí,shui2
水,shuǐ,shui3
说,yuè,shui4
税,shuì,shui4
睡,shuì,shui4
吮,shǔn,shun3
顺,shùn,shun4
舜,shùn,shun4
瞬,shùn,shun4
说,yuè,shuo1
数,shuò,shuo4
朔,shuò,shuo4
硕,shuò,shuo4
烁,shuò,shuo4
铄,shuò,shuo4
妁,shuò,shuo4
蒴,shuò,shuo4
槊,shuò,shuo4
搠,shuò,shuo4
思,sī,si1
斯,sī,si1
司,sī,si1
私,sī,si1
丝,sī,si1
撕,sī,si1
厮,sī,si1
嘶,sī,si1
鸶,sī,si1
咝,sī,si1
澌,sī,si1
缌,sī,si1
锶,sī,si1
厶,sī,si1
蛳,sī,si1
死,sǐ,si3
四,sì,si4
似,sì,si4
食,sì,si4
寺,sì,si4
肆,sì,si4
伺,sì,si4
饲,sì,si4
嗣,sì,si4
巳,sì,si4
祀,sì,si4
驷,sì,si4
泗,sì,si4
俟,sì,si4
汜,sì,si4
兕,sì,si4
姒,sì,si4
耜,sì,si4
笥,sì,si4
厕,si,si5
松,sōng,song1
忪,zhōng,song1
淞,sōng,song1
崧,sōng,song1
嵩,sōng,song1
凇,sōng,song1
菘,sōng,song1
耸,sǒng,song3
悚,sǒng,song3
怂,sǒng,song3
竦,sǒng,song3
送,sòng,song4
宋,sòng,song4
诵,sòng,song4
颂,sòng,song4
讼,sòng,song4
搜,sōu,sou1
艘,sōu,sou1
馊,sōu,sou1
嗖,sōu,sou1
溲,sōu,sou1
飕,sōu,sou1
锼,sōu,sou1
螋,sōu,sou1
擞,sòu,sou3
叟,sǒu,sou3
薮,sǒu,sou3
嗾,sǒu,sou3
瞍,sǒu,sou3
嗽,sòu,sou4
擞,sòu,sou4
苏,sū,su1
稣,sū,su1
酥,sū,su1
俗,sú,su2
诉,sù,su4
速,sù,su4
素,sù,su4
肃,sù,su4
宿,sù,su4
缩,suō,su4
塑,sù,su4
溯,sù,su4
粟,sù,su4
簌,sù,su4
夙,sù,su4
嗉,sù,su4
谡,sù,su4
僳,sù,su4
愫,sù,su4
涑,sù,su4
蔌,sù,su4
觫,sù,su4
酸,suān,suan1
狻,suān,suan1
算,suàn,suan4
蒜,suàn,suan4
虽,suī,sui1
尿,suī,sui1
荽,suī,sui1
睢,suī,sui1
眭,suī,sui1
濉,suī,sui1
随,suí,sui2
遂,suì,sui2
隋,suí,sui2
绥,suí,sui2
髓,suǐ,sui3
岁,suì,sui4
碎,suì,sui4
遂,suì,sui4
祟,suì,sui4
隧,suì,sui4
邃,suì,sui4
穗,suì,sui4
燧,suì,sui4
谇,suì,sui4
孙,sūn,sun1
荪,sūn,sun1
狲,sūn,sun1
飧,sūn,sun1
损,sǔn,sun3
笋,sǔn,sun3
榫,sǔn,sun3
隼,sǔn,sun3
缩,suō,suo1
莎,suō,suo1
梭,suō,suo1
嗦,suō,suo1
唆,suō,suo1
挲,suō,suo1
娑,suō,suo1
睃,suō,suo1
桫,suō,suo1
嗍,suō,suo1
蓑,suō,suo1
羧,suō,suo1
所,suǒ,suo3
索,suǒ,suo3
锁,suǒ,suo3
琐,suǒ,suo3
唢,suǒ,suo3
他,tā,ta1
她,tā,ta1
它,tā,ta1
踏,tà,ta1
塌,tā,ta1
遢,tā,ta1
溻,tā,ta1
铊,tuó,ta1
趿,tā,ta1
塔,tǎ,ta3
鳎,tǎ,ta3
獭,tǎ,ta3
踏,tà,ta4
拓,tuò,ta4
榻,tà,ta4
嗒,tà,ta4
蹋,tà,ta4
沓,tà,ta4
挞,tà,ta4
闼,tà,ta4
漯,tà,ta4
台,tái,tai1
胎,tāi,tai1
苔,tái,tai1
台,tái,tai2
抬,tái,tai2
苔,tái,tai2
邰,tái,tai2
薹,tái,tai2
骀,tái,tai2
炱,tái,tai2
跆,tái,tai2
鲐,tái,tai2
呔,tǎi,tai3
太,tài,tai4
态,tài,tai4
泰,tài,tai4
汰,tài,tai4
酞,tài,tai4
肽,tài,tai4
钛,tài,tai4
摊,tān,tan1
贪,tān,tan1
滩,tān,tan1
瘫,tān,tan1
坍,tān,tan1
谈,tán,tan2
弹,tán,tan2
坛,tán,tan2
谭,tán,tan2
潭,tán,tan2
覃,tán,tan2
痰,tán,tan2
澹,tán,tan2
檀,tán,tan2
昙,tán,tan2
锬,tán,tan2
镡,xín,tan2
郯,tán,tan2
坦,tǎn,tan3
毯,tǎn,tan3
忐,tǎn,tan3
袒,tǎn,tan3
钽,tǎn,tan3
探,tàn,tan4
叹,tàn,tan4
炭,tàn,tan4
碳,tàn,tan4
汤,tāng,tang1
趟,tàng,tang1
铴,tāng,tang1
镗,táng,tang1
耥,tāng,tang1
羰,tāng,tang1
堂,táng,tang2
唐,táng,tang2
糖,táng,tang2
膛,táng,tang2
塘,táng,tang2
棠,táng,tang2
搪,táng,tang2
溏,táng,tang2
螳,táng,tang2
瑭,táng,tang2
樘,táng,tang2
镗,táng,tang2
螗,táng,tang2
饧,xíng,tang2
醣,táng,tang2
躺,tǎng,tang3
倘,tǎng,tang3
淌,tǎng,tang3
傥,tǎng,tang3
帑,tǎng,tang3
趟,tàng,tang4
烫,tàng,tang4
涛,tāo,tao1
掏,tāo,tao1
滔,tāo,tao1
叨,tāo,tao1
焘,tāo,tao1
韬,tāo,tao1
饕,tāo,tao1
绦,tāo,tao1
逃,táo,tao2
陶,yáo,tao2
桃,táo,tao2
淘,táo,tao2
萄,táo,tao2
啕,táo,tao2
洮,táo,tao2
鼗,táo,tao2
讨,tǎo,tao3
套,tào,tao4
特,tè,te4
忑,tè,te4
忒,tuī,te4
慝,tè,te4
铽,tè,te4
忒,tuī,tei1
腾,téng,teng2
疼,téng,teng2
藤,téng,teng2
誊,téng,teng2
滕,téng,teng2
体,tǐ,ti1
踢,tī,ti1
梯,tī,ti1
剔,tī,ti1
锑,tī,ti1
提,tí,ti2
题,tí,ti2
啼,tí,ti2
蹄,tí,ti2
醍,tí,ti2
绨,tì,ti2
缇,tí,ti2
鹈,tí,ti2
荑,yí,ti2
体,tǐ,ti3
替,tì,ti4
涕,tì,ti4
剃,tì,ti4
惕,tì,ti4
屉,tì,ti4
嚏,tì,ti4
悌,tì,ti4
倜,tì,ti4
逖,tì,ti4
绨,tì,ti4
裼,tì,ti4
天,tiān,tian1
添,tiān,tian1
田,tián,tian2
填,tián,tian2
甜,tián,tian2
恬,tián,tian2
佃,tián,tian2
阗,tián,tian2
畋,tián,tian2
钿,tián,tian2
腆,tiǎn,tian3
舔,tiǎn,tian3
忝,tiǎn,tian3
殄,tiǎn,tian3
掭,tiàn,tian4
挑,tiǎo,tiao1
佻,tiāo,tiao1
祧,tiāo,tiao1
条,tiáo,tiao2
调,tiáo,tiao2
迢,tiáo,tiao2
鲦,tiáo,tiao2
苕,tiáo,tiao2
髫,tiáo,tiao2
龆,tiáo,tiao2
蜩,tiáo,tiao2
笤,tiáo,tiao2
挑,tiǎo,tiao3
窕,tiǎo,tiao3
跳,tiào,tiao4
眺,tiào,tiao4
粜,tiào,tiao4
贴,tiē,tie1
帖,tiè,tie1
萜,tiē,tie1
铁,tiě,tie3
帖,tiè,tie3
帖,tiè,tie4
餮,tiè,tie4
听,tīng,ting1
厅,tīng,ting1
汀,tīng,ting1
烃,tīng,ting1
停,tíng,ting2
庭,tíng,ting2
亭,tíng,ting2
婷,tíng,ting2
廷,tíng,ting2
霆,tíng,ting2
蜓,tíng,ting2
葶,tíng,ting2
莛,tíng,ting2
挺,tǐng,ting3
艇,tǐng,ting3
町,tǐng,ting3
铤,tǐng,ting3
梃,tìng,ting3
梃,tìng,ting4
通,tòng,tong1
恫,tōng,tong1
嗵,tōng,tong1
同,tòng,tong2
童,tóng,tong2
彤,tóng,tong2
铜,tóng,tong2
桐,tóng,tong2
瞳,tóng,tong2
佟,tóng,tong2
酮,tóng,tong2
侗,tǒng,tong2
仝,tóng,tong2
垌,tóng,tong2
茼,tóng,tong2
峒,tóng,tong2
潼,tóng,tong2
砼,tóng,tong2
统,tǒng,tong3
筒,tǒng,tong3
桶,tǒng,tong3
捅,tǒng,tong3
侗,tǒng,tong3
同,tòng,tong4
通,tòng,tong4
痛,tòng,tong4
恸,tòng,tong4
偷,tōu,tou1
头,tóu,tou2
投,tóu,tou2
骰,tóu,tou2
钭,tǒu,tou3
透,tòu,tou4
突,tū,tu1
秃,tū,tu1
凸,tū,tu1
图,tú,tu2
途,tú,tu2
徒,tú,tu2
屠,tú,tu2
涂,tú,tu2
荼,tú,tu2
菟,tù,tu2
酴,tú,tu2
土,tǔ,tu3
吐,tǔ,tu3
钍,tǔ,tu3
吐,tǔ,tu4
兔,tù,tu4
堍,tù,tu4
菟,tù,tu4
湍,tuān,tuan1
团,tuán,tuan2
抟,tuán,tuan2
疃,tuǎn,tuan3
彖,tuàn,tuan4
推,tuī,tui1
忒,tuī,tui1
颓,tuí,tui2
腿,tuǐ,tui3
退,tuì,tui4
褪,tùn,tui4
蜕,tuì,tui4
煺,tuì,tui4
吞,tūn,tun1
暾,tūn,tun1
屯,zhūn,tun2
饨,tún,tun2
臀,tún,tun2
囤,tún,tun2
豚,tún,tun2
氽,tǔn,tun3
褪,tùn,tun4
托,tuō,tuo1
脱,tuō,tuo1
拖,tuō,tuo1
乇,tuō,tuo1
陀,tuó,tuo2
舵,tuó,tuo2
驼,tuó,tuo2
砣,tuó,tuo2
驮,tuó,tuo2
沱,tuó,tuo2
跎,tuó,tuo2
坨,tuó,tuo2
鸵,tuó,tuo2
橐,tuó,tuo2
佗,tuó,tuo2
铊,tuó,tuo2
酡,tuó,tuo2
柁,tuó,tuo2
鼍,tuó,tuo2
妥,tuǒ,tuo3
椭,tuǒ,tuo3
庹,tuǒ,tuo3
魄,tuò,tuo4
拓,tuò,tuo4
唾,tuò,tuo4
柝,tuò,tuo4
箨,tuò,tuo4
挖,wā,wa1
哇,wa,wa1
凹,āo,wa1
娲,wā,wa1
蛙,wā,wa1
洼,wā,wa1
娃,wá,wa2
瓦,wà,wa3
佤,wǎ,wa3
瓦,wà,wa4
袜,wà,wa4
腽,wà,wa4
哇,wa,wa5
歪,wāi,wai1
崴,wēi,wai3
外,wài,wai4
湾,wān,wan1
弯,wān,wan1
蜿,wān,wan1
剜,wān,wan1
豌,wān,wan1
完,wán,wan2
玩,wán,wan2
顽,wán,wan2
丸,wán,wan2
纨,wán,wan2
芄,wán,wan2
烷,wán,wan2
晚,wǎn,wan3
碗,wǎn,wan3
挽,wǎn,wan3
婉,wǎn,wan3
惋,wǎn,wan3
宛,wǎn,wan3
莞,wǎn,wan3
娩,wǎn,wan3
畹,wǎn,wan3
皖,wǎn,wan3
绾,wǎn,wan3
琬,wǎn,wan3
脘,wǎn,wan3
菀,yù,wan3
万,wàn,wan4
腕,wàn,wan4
蔓,wàn,wan4
汪,wāng,wang1
尢,yóu,wang1
王,wáng,wang2
忘,wàng,wang2
亡,wáng,wang2
芒,wáng,wang2
往,wǎng,wang3
网,wǎng,wang3
枉,wǎng,wang3
惘,wǎng,wang3
罔,wǎng,wang3
辋,wǎng,wang3
魍,wǎng,wang3
望,wàng,wang4
王,wáng,wang4
往,wǎng,wang4
忘,wàng,wang4
旺,wàng,wang4
妄,wàng,wang4
委,wěi,wei1
威,wēi,wei1
微,wēi,wei1
危,wēi,wei1
巍,wēi,wei1
萎,wěi,wei1
偎,wēi,wei1
薇,wēi,wei1
逶,wēi,wei1
煨,wēi,wei1
崴,wēi,wei1
葳,wēi,wei1
隈,wēi,wei1
为,wéi,wei2
维,wéi,wei2
围,wéi,wei2
唯,wěi,wei2
违,wéi,wei2
韦,wéi,wei2
惟,wéi,wei2
帷,wéi,wei2
帏,wéi,wei2
圩,xū,wei2
囗,wéi,wei2
潍,wéi,wei2
桅,wéi,wei2
嵬,wéi,wei2
闱,wéi,wei2
沩,wéi,wei2
涠,wéi,wei2
委,wěi,wei3
伟,wěi,wei3
唯,wěi,wei3
尾,yǐ,wei3
玮,wěi,wei3
伪,wěi,wei3
炜,wěi,wei3
纬,wěi,wei3
萎,wěi,wei3
娓,wěi,wei3
苇,wěi,wei3
猥,wěi,wei3
痿,wěi,wei3
韪,wěi,wei3
洧,wěi,wei3
隗,wěi,wei3
诿,wěi,wei3
艉,wěi,wei3
鲔,wěi,wei3
为,wéi,wei4
位,wèi,wei4
未,wèi,wei4
味,wèi,wei4
卫,wèi,wei4
谓,wèi,wei4
遗,yí,wei4
慰,wèi,wei4
魏,wèi,wei4
蔚,yù,wei4
畏,wèi,wei4
胃,wèi,wei4
喂,wèi,wei4
尉,yù,wei4
渭,wèi,wei4
猬,wèi,wei4
軎,wèi,wei4
温,wēn,wen1
瘟,wēn,wen1
文,wén,wen2
闻,wén,wen2
纹,wèn,wen2
蚊,wén,wen2
雯,wén,wen2
璺,wèn,wen2
阌,wén,wen2
稳,wěn,wen3
吻,wěn,wen3
紊,wěn,wen3
刎,wěn,wen3
问,wèn,wen4
纹,wèn,wen4
汶,wèn,wen4
璺,wèn,wen4
翁,wēng,weng1
嗡,wēng,weng1
蓊,wěng,weng3
瓮,wèng,weng4
蕹,wèng,weng4
窝,wō,wo1
涡,wō,wo1
蜗,wō,wo1
喔,wō,wo1
倭,wō,wo1
挝,wō,wo1
莴,wō,wo1
哦,wò,wo2
我,wǒ,wo3
握,wò,wo4
卧,wò,wo4
哦,wò,wo4
渥,wò,wo4
沃,wò,wo4
斡,wò,wo4
幄,wò,wo4
肟,wò,wo4
硪,wò,wo4
龌,wò,wo4
於,yū,wu1
恶,wù,wu1
屋,wū,wu1
污,wū,wu1
乌,wù,wu1
巫,wū,wu1
呜,wū,wu1
诬,wū,wu1
兀,wù,wu1
钨,wū,wu1
邬,wū,wu1
圬,wū,wu1
无,wú,wu2
亡,wáng,wu2
吴,wú,wu2
吾,wú,wu2
捂,wǔ,wu2
毋,wú,wu2
梧,wú,wu2
唔,wú,wu2
芜,wú,wu2
浯,wú,wu2
蜈,wú,wu2
鼯,wú,wu2
五,wǔ,wu3
武,wǔ,wu3
午,wǔ,wu3
舞,wǔ,wu3
伍,wǔ,wu3
侮,wǔ,wu3
捂,wǔ,wu3
妩,wǔ,wu3
忤,wǔ,wu3
鹉,wǔ,wu3
牾,wǔ,wu3
迕,wǔ,wu3
庑,wǔ,wu3
怃,wǔ,wu3
仵,wǔ,wu3
物,wù,wu4
务,wù,wu4
误,wù,wu4
恶,wù,wu4
悟,wù,wu4
乌,wù,wu4
雾,wù,wu4
勿,wù,wu4
坞,wù,wu4
戊,wù,wu4
兀,wù,wu4
晤,wù,wu4
鹜,wù,wu4
痦,wù,wu4
寤,wù,wu4
骛,wù,wu4
芴,wù,wu4
杌,wù,wu4
焐,wù,wu4
阢,wù,wu4
婺,wù,wu4
鋈,wù,wu4
西,xī,xi1
息,xī,xi1
希,xī,xi1
吸,xī,xi1
惜,xī,xi1
稀,xī,xi1
悉,xī,xi1
析,xī,xi1
夕,xī,xi1
牺,xī,xi1
腊,xī,xi1
昔,xī,xi1
熙,xī,xi1
兮,xī,xi1
溪,xī,xi1
嘻,xī,xi1
锡,xī,xi1
晰,xī,xi1
樨,xī,xi1
熄,xī,xi1
膝,xī,xi1
栖,xī,xi1
郗,xī,xi1
犀,xī,xi1
曦,xī,xi1
奚,xī,xi1
羲,xī,xi1
唏,xī,xi1
蹊,xī,xi1
淅,xī,xi1
皙,xī,xi1
汐,xī,xi1
嬉,xī,xi1
茜,xī,xi1
熹,xī,xi1
烯,xī,xi1
翕,xī,xi1
蟋,xī,xi1
歙,xī,xi1
浠,xī,xi1
僖,xī,xi1
穸,xī,xi1
蜥,xī,xi1
螅,xī,xi1
菥,xī,xi1
舾,xī,xi1
矽,xī,xi1
粞,xī,xi1
硒,xī,xi1
醯,xī,xi1
欷,xī,xi1
鼷,xī,xi1
席,xí,xi2
习,xí,xi2
袭,xí,xi2
媳,xí,xi2
檄,xí,xi2
隰,xí,xi2
觋,xí,xi2
喜,xǐ,xi3
洗,xiǎn,xi3
禧,xǐ,xi3
徙,xǐ,xi3
玺,xǐ,xi3
屣,xǐ,xi3
葸,xǐ,xi3
蓰,xǐ,xi3
铣,xiǎn,xi3
系,xì,xi4
细,xì,xi4
戏,xì,xi4
隙,xì,xi4
饩,xì,xi4
阋,xì,xi4
禊,xì,xi4
舄,xì,xi4
瞎,xiā,xia1
虾,xiā,xia1
呷,xiā,xia1
峡,xiá,xia2
侠,xiá,xia2
狭,xiá,xia2
霞,xiá,xia2
暇,xiá,xia2
辖,xiá,xia2
遐,xiá,xia2
匣,xiá,xia2
黠,xiá,xia2
瑕,xiá,xia2
狎,xiá,xia2
硖,xiá,xia2
瘕,xiá,xia2
柙,xiá,xia2
下,xià,xia4
夏,xià,xia4
吓,xià,xia4
厦,xià,xia4
唬,xià,xia4
罅,xià,xia4
先,xiān,xian1
鲜,xiān,xian1
仙,xiān,xian1
掀,xiān,xian1
纤,xiān,xian1
暹,xiān,xian1
莶,xiān,xian1
锨,xiān,xian1
氙,xiān,xian1
祆,xiān,xian1
籼,xiān,xian1
酰,xiān,xian1
跹,xiān,xian1
闲,xián,xian2
贤,xián,xian2
嫌,xián,xian2
咸,xián,xian2
弦,xián,xian2
娴,xián,xian2
衔,xián,xian2
涎,xián,xian2
舷,xián,xian2
鹇,xián,xian2
痫,xián,xian2
显,xiǎn,xian3
险,xiǎn,xian3
鲜,xiān,xian3
洗,xiǎn,xian3
跣,xiǎn,xian3
猃,xiǎn,xian3
藓,xiǎn,xian3
铣,xiǎn,xian3
燹,xiǎn,xian3
蚬,xiǎn,xian3
筅,xiǎn,xian3
冼,xiǎn,xian3
现,xiàn,xian4
见,jiàn,xian4
线,xiàn,xian4
限,xiàn,xian4
县,xiàn,xian4
献,xiàn,xian4
宪,xiàn,xian4
陷,xiàn,xian4
羡,xiàn,xian4
馅,xiàn,xian4
腺,xiàn,xian4
岘,xiàn,xian4
苋,xiàn,xian4
霰,xiàn,xian4
相,xiàng,xiang1
香,xiāng,xiang1
乡,xiāng,xiang1
箱,xiāng,xiang1
厢,xiāng,xiang1
湘,xiāng,xiang1
镶,xiāng,xiang1
襄,xiāng,xiang1
骧,xiāng,xiang1
葙,xiāng,xiang1
芗,xiāng,xiang1
缃,xiāng,xiang1
降,xiáng,xiang2
详,xiáng,xiang2
祥,xiáng,xiang2
翔,xiáng,xiang2
庠,xiáng,xiang2
想,xiǎng,xiang3
响,xiǎng,xiang3
享,xiǎng,xiang3
飨,xiǎng,xiang3
饷,xiǎng,xiang3
鲞,xiǎng,xiang3
相,xiàng,xiang4
向,xiàng,xiang4
象,xiàng,xiang4
像,xiàng,xiang4
项,xiàng,xiang4
巷,xiàng,xiang4
橡,xiàng,xiang4
蟓,xiàng,xiang4
消,xiāo,xiao1
销,xiāo,xiao1
潇,xiāo,xiao1
肖,xiào,xiao1
萧,xiāo,xiao1
宵,xiāo,xiao1
削,xuē,xiao1
嚣,xiāo,xiao1
逍,xiāo,xiao1
硝,xiāo,xiao1
霄,xiāo,xiao1
哮,xiāo,xiao1
枭,xiāo,xiao1
骁,xiāo,xiao1
箫,xiāo,xiao1
枵,xiāo,xiao1
哓,xiāo,xiao1
蛸,xiāo,xiao1
绡,xiāo,xiao1
魈,xiāo,xiao1
淆,xiáo,xiao2
崤,xiáo,xiao2
小,xiǎo,xiao3
晓,xiǎo,xiao3
筱,xiǎo,xiao3
笑,xiào,xiao4
校,xiào,xiao4
效,xiào,xiao4
肖,xiào,xiao4
孝,xiào,xiao4
啸,xiào,xiao4
些,xiē,xie1
歇,xiē,xie1
楔,xiē,xie1
蝎,xiē,xie1
叶,yè,xie2
协,xié,xie2
鞋,xié,xie2
携,xié,xie2
斜,xié,xie2
胁,xié,xie2
谐,xié,xie2
邪,yé,xie2
挟,xié,xie2
偕,xié,xie2
撷,xié,xie2
勰,xié,xie2
颉,xié,xie2
缬,xié,xie2
写,xiě,xie3
血,xuè,xie3
写,xiě,xie4
解,jiě,xie4
谢,xiè,xie4
泄,xiè,xie4
契,xiè,xie4
械,xiè,xie4
屑,xiè,xie4
卸,xiè,xie4
懈,xiè,xie4
泻,xiè,xie4
亵,xiè,xie4
蟹,xiè,xie4
邂,xiè,xie4
榭,xiè,xie4
瀣,xiè,xie4
薤,xiè,xie4
燮,xiè,xie4
躞,xiè,xie4
廨,xiè,xie4
绁,xiè,xie4
渫,xiè,xie4
榍,xiè,xie4
獬,xiè,xie4
心,xīn,xin1
新,xīn,xin1
欣,xīn,xin1
辛,xīn,xin1
薪,xīn,xin1
馨,xīn,xin1
鑫,xīn,xin1
芯,xìn,xin1
昕,xīn,xin1
忻,xīn,xin1
歆,xīn,xin1
锌,xīn,xin1
寻,xún,xin2
镡,xín,xin2
信,xìn,xin4
芯,xìn,xin4
衅,xìn,xin4
囟,xìn,xin4
兴,xìng,xing1
星,xīng,xing1
腥,xīng,xing1
惺,xīng,xing1
猩,xīng,xing1
行,xíng,xing2
形,xíng,xing2
型,xíng,xing2
刑,xíng,xing2
邢,xíng,xing2
陉,xíng,xing2
荥,yíng,xing2
饧,xíng,xing2
硎,xíng,xing2
省,shěng,xing3
醒,xǐng,xing3
擤,xǐng,xing3
性,xìng,xing4
兴,xìng,xing4
姓,xìng,xing4
幸,xìng,xing4
杏,xìng,xing4
悻,xìng,xing4
荇,xìng,xing4
兄,xiōng,xiong1
胸,xiōng,xiong1
凶,xiōng,xiong1
匈,xiōng,xiong1
汹,xiōng,xiong1
芎,xiōng,xiong1
雄,xióng,xiong2
熊,xióng,xiong2
修,xīu,xiu1
休,xīu,xiu1
羞,xīu,xiu1
咻,xīu,xiu1
馐,xīu,xiu1
庥,xīu,xiu1
鸺,xīu,xiu1
貅,xīu,xiu1
髹,xīu,xiu1
宿,sù,xiu3
朽,xǐu,xiu3
秀,xìu,xiu4
袖,xìu,xiu4
宿,sù,xiu4
臭,chòu,xiu4
绣,xìu,xiu4
锈,xìu,xiu4
嗅,xìu,xiu4
岫,xìu,xiu4
溴,xìu,xiu4
需,xū,xu1
须,xū,xu1
虚,xū,xu1
吁,yù,xu1
嘘,xū,xu1
墟,xū,xu1
戌,xū,xu1
胥,xū,xu1
砉,xū,xu1
圩,xū,xu1
盱,xū,xu1
顼,xū,xu1
徐,xú,xu2
许,xǔ,xu3
浒,hǔ,xu3
栩,xǔ,xu3
诩,xǔ,xu3
糈,xǔ,xu3
醑,xǔ,xu3
续,xù,xu4
序,xù,xu4
绪,xù,xu4
蓄,xù,xu4
叙,xù,xu4
畜,chù,xu4
恤,xù,xu4
絮,xù,xu4
旭,xù,xu4
婿,xù,xu4
酗,xù,xu4
煦,xù,xu4
洫,xù,xu4
溆,xù,xu4
勖,xù,xu4
蓿,xu,xu5
宣,xuān,xuan1
喧,xuān,xuan1
轩,xuān,xuan1
萱,xuān,xuan1
暄,xuān,xuan1
谖,xuān,xuan1
揎,xuān,xuan1
儇,xuān,xuan1
煊,xuān,xuan1
旋,xuàn,xuan2
悬,xuán,xuan2
玄,xuán,xuan2
漩,xuán,xuan2
璇,xuán,xuan2
痃,xuán,xuan2
选,xuǎn,xuan3
癣,xuǎn,xuan3
旋,xuàn,xuan4
券,xuàn,xuan4
炫,xuàn,xuan4
渲,xuàn,xuan4
绚,xuàn,xuan4
眩,xuàn,xuan4
铉,xuàn,xuan4
泫,xuàn,xuan4
碹,xuàn,xuan4
楦,xuàn,xuan4
镟,xuàn,xuan4
削,xuē,xue1
靴,xuē,xue1
薛,xuē,xue1
学,xué,xue2
穴,xué,xue2
噱,xué,xue2
踅,xué,xue2
泶,xué,xue2
雪,xuě,xue3
鳕,xuě,xue3
血,xuè,xue4
谑,xuè,xue4
熏,xùn,xun1
勋,xūn,xun1
荤,xūn,xun1
醺,xūn,xun1
薰,xūn,xun1
埙,xūn,xun1
曛,xūn,xun1
窨,yìn,xun1
獯,xūn,xun1
寻,xún,xun2
询,xún,xun2
巡,xún,xun2
循,xún,xun2
旬,xún,xun2
驯,xún,xun2
荀,xún,xun2
峋,xún,xun2
洵,xún,xun2
恂,xún,xun2
郇,xún,xun2
浔,xún,xun2
鲟,xún,xun2
训,xùn,xun4
迅,xùn,xun4
讯,xùn,xun4
逊,xùn,xun4
熏,xùn,xun4
殉,xùn,xun4
巽,xùn,xun4
徇,xùn,xun4
汛,xùn,xun4
蕈,xùn,xun4
浚,xùn,xun4
压,yà,ya1
雅,yǎ,ya1
呀,ya,ya1
押,yā,ya1
鸦,yā,ya1
哑,yā,ya1
鸭,yā,ya1
丫,yā,ya1
垭,yā,ya1
桠,yā,ya1
牙,yá,ya2
涯,yá,ya2
崖,yá,ya2
芽,yá,ya2
衙,yá,ya2
睚,yá,ya2
伢,yá,ya2
岈,yá,ya2
琊,yá,ya2
蚜,yá,ya2
雅,yǎ,ya3
瞧,yǎ,ya3
匹,yǎ,ya3
痖,yǎ,ya3
疋,yǎ,ya3
亚,yà,ya4
压,yà,ya4
讶,yà,ya4
轧,zhá,ya4
娅,yà,ya4
迓,yà,ya4
揠,yà,ya4
氩,yà,ya4
砑,yà,ya4
呀,ya,ya5
烟,yīn,yan1
燕,yàn,yan1
咽,yè,yan1
殷,yǐn,yan1
焉,yān,yan1
淹,yān,yan1
阉,yān,yan1
腌,yān,yan1
嫣,yān,yan1
胭,yān,yan1
湮,yīn,yan1
阏,yān,yan1
鄢,yān,yan1
菸,yān,yan1
崦,yān,yan1
恹,yān,yan1
言,yán,yan2
严,yán,yan2
研,yàn,yan2
